round,table_usage,runtime_ms
6,41.72,17.59
6,42.92,18.50
6,44.11,18.18
6,45.30,18.79
6,46.49,18.94
6,47.68,20.13
6,48.88,20.23
6,50.07,19.76
6,51.26,18.07
6,52.45,19.10
6,53.64,20.86
6,54.84,20.93
6,56.03,20.51
6,57.22,21.66
6,58.41,21.54
6,59.60,21.53
6,60.80,21.85
6,61.99,22.25
6,63.18,20.99
6,64.37,21.33
6,65.57,21.20
6,66.76,23.43
6,67.95,22.90
6,69.14,23.30
6,70.33,23.29
6,71.53,22.72
6,72.72,22.73
6,73.91,22.38
6,75.10,22.39
6,76.29,22.48
6,77.49,23.47
6,78.68,23.09
6,79.87,23.56
6,81.06,24.18
6,82.25,24.73
6,83.45,23.44
6,84.64,23.19
6,85.83,26.10
6,87.02,23.96
6,88.21,24.36
6,89.41,23.01
6,90.60,24.28
6,91.79,24.96
6,92.98,24.55
6,94.18,26.10
6,95.37,25.44
6,96.56,26.39
7,1.19,25.54
7,2.38,14.31
7,3.58,12.42
7,4.77,12.97
7,5.96,12.37
7,7.15,13.22
7,8.34,12.32
7,9.54,14.00
7,10.73,14.17
7,11.92,14.07
7,13.11,13.87
7,14.31,14.11
7,15.50,14.49
7,16.69,14.23
7,17.88,16.80
7,19.07,15.84
7,20.27,15.91
7,21.46,15.67
7,22.65,15.65
7,23.84,15.52
7,25.03,15.65
7,26.23,15.66
7,27.42,15.94
7,28.61,16.12
7,29.80,16.04
7,30.99,15.85
7,32.19,15.91
7,33.38,18.09
7,34.57,17.64
7,35.76,16.48
7,36.95,16.30
7,38.15,16.37
7,39.34,16.48
7,40.53,16.28
7,41.72,16.62
7,42.92,18.62
7,44.11,20.77
7,45.30,19.01
7,46.49,18.87
7,47.68,18.52
7,48.88,20.34
7,50.07,20.43
7,51.26,19.16
7,52.45,21.21
7,53.64,19.07
7,54.84,20.14
7,56.03,20.79
7,57.22,21.11
7,58.41,21.43
7,59.60,21.59
7,60.80,20.81
7,61.99,21.91
7,63.18,21.41
7,64.37,20.69
7,65.57,22.56
7,66.76,22.79
7,67.95,22.14
7,69.14,21.60
7,70.33,23.52
7,71.53,22.81
7,72.72,22.85
7,73.91,22.83
7,75.10,21.85
7,76.29,23.75
7,77.49,22.97
7,78.68,23.48
7,79.87,24.66
7,81.06,24.82
7,82.25,23.05
7,83.45,24.58
7,84.64,23.99
7,85.83,24.90
7,87.02,25.18
7,88.21,25.15
7,89.41,24.88
7,90.60,25.62
7,91.79,24.56
7,92.98,25.92
7,94.18,25.08
7,95.37,25.69
7,96.56,25.95
8,1.19,26.79
8,2.38,12.63
8,3.58,14.17
8,4.77,11.81
8,5.96,12.57
8,7.15,12.68
8,8.34,12.93
8,9.54,13.35
8,10.73,12.51
8,11.92,14.73
8,13.11,13.55
8,14.31,13.81
8,15.50,14.22
8,16.69,13.75
8,17.88,14.95
8,19.07,14.26
8,20.27,15.66
8,21.46,15.81
8,22.65,15.99
8,23.84,16.58
8,25.03,16.49
8,26.23,15.86
8,27.42,16.55
8,28.61,16.26
8,29.80,17.72
8,30.99,17.96
8,32.19,17.86
8,33.38,17.81
8,34.57,18.06
8,35.76,18.18
8,36.95,18.11
8,38.15,17.18
8,39.34,18.85
8,40.53,18.54
8,41.72,18.72
8,42.92,18.39
8,44.11,18.87
8,45.30,19.60
8,46.49,19.11
8,47.68,18.02
8,48.88,19.66
8,50.07,20.37
8,51.26,19.87
8,52.45,20.10
8,53.64,19.39
8,54.84,20.22
8,56.03,19.29
8,57.22,19.37
8,58.41,19.87
8,59.60,20.52
8,60.80,21.18
8,61.99,21.86
8,63.18,21.07
8,64.37,20.91
8,65.57,21.21
8,66.76,21.10
8,67.95,22.01
8,69.14,23.27
8,70.33,23.36
8,71.53,22.93
8,72.72,23.34
8,73.91,22.85
8,75.10,23.63
8,76.29,24.27
8,77.49,23.28
8,78.68,23.47
8,79.87,23.48
8,81.06,23.77
8,82.25,24.16
8,83.45,24.21
8,84.64,25.31
8,85.83,24.56
8,87.02,25.33
8,88.21,25.51
8,89.41,25.00
8,90.60,25.04
8,91.79,24.92
8,92.98,23.74
8,94.18,25.12
8,95.37,25.36
8,96.56,27.18
