round,table_usage,runtime_ms
2,40.53,8.42
2,41.72,8.44
2,42.92,8.49
2,44.11,8.61
2,45.30,8.98
2,46.49,8.73
2,47.68,8.79
2,48.88,8.82
2,50.07,9.00
2,51.26,8.97
2,52.45,9.07
2,53.64,9.14
2,54.84,9.25
2,56.03,9.38
2,57.22,9.38
2,58.41,10.15
2,59.60,9.60
2,60.80,9.60
2,61.99,9.84
2,63.18,11.77
2,64.37,9.99
2,65.57,9.93
2,66.76,9.96
2,67.95,10.12
2,69.14,10.11
2,70.33,10.33
2,71.53,10.33
2,72.72,10.41
2,73.91,10.47
2,75.10,10.47
2,76.29,10.58
2,77.49,10.61
2,78.68,10.85
2,79.87,10.80
2,81.06,10.89
2,82.25,11.01
2,83.45,10.97
2,84.64,11.06
2,85.83,11.24
2,87.02,11.20
2,88.21,11.27
2,89.41,11.33
2,90.60,11.37
2,91.79,11.47
2,92.98,12.52
2,94.18,11.69
2,95.37,11.63
2,96.56,11.80
3,1.19,13.72
3,2.38,5.56
3,3.58,5.55
3,4.77,5.59
3,5.96,5.88
3,7.15,7.57
3,8.34,6.80
3,9.54,6.63
3,10.73,7.24
3,11.92,7.27
3,13.11,7.14
3,14.31,7.18
3,15.50,7.15
3,16.69,7.31
3,17.88,7.37
3,19.07,7.36
3,20.27,7.38
3,21.46,7.40
3,22.65,7.59
3,23.84,7.17
3,25.03,7.88
3,26.23,8.14
3,27.42,8.27
3,28.61,8.45
3,29.80,8.58
3,30.99,8.58
3,32.19,8.55
3,33.38,8.63
3,34.57,8.72
3,35.76,8.85
3,36.95,8.11
3,38.15,8.85
3,39.34,9.24
3,40.53,9.35
3,41.72,9.40
3,42.92,9.49
3,44.11,9.57
3,45.30,9.62
3,46.49,9.59
3,47.68,9.58
3,48.88,9.63
3,50.07,9.51
3,51.26,9.66
3,52.45,9.72
3,53.64,9.82
3,54.84,10.05
3,56.03,9.89
3,57.22,9.91
3,58.41,9.85
3,59.60,9.91
3,60.80,10.13
3,61.99,10.66
3,63.18,10.09
3,64.37,10.11
3,65.57,10.27
3,66.76,10.37
3,67.95,10.52
3,69.14,11.35
3,70.33,11.45
3,71.53,11.40
3,72.72,11.42
3,73.91,11.20
3,75.10,11.49
3,76.29,12.01
3,77.49,16.31
3,78.68,11.30
3,79.87,11.33
3,81.06,11.92
3,82.25,12.05
3,83.45,12.68
3,84.64,11.92
3,85.83,12.35
3,87.02,12.42
3,88.21,12.64
3,89.41,12.55
3,90.60,12.50
3,91.79,12.31
3,92.98,12.23
3,94.18,12.34
3,95.37,12.47
3,96.56,12.36
4,1.19,16.87
4,2.38,6.29
4,3.58,6.77
4,4.77,6.36
4,5.96,7.04
4,7.15,6.33
4,8.34,6.98
4,9.54,6.93
4,10.73,6.89
4,11.92,6.84
4,13.11,6.84
4,14.31,6.85
4,15.50,7.17
4,16.69,7.17
4,17.88,7.13
4,19.07,6.94
4,20.27,8.04
4,21.46,7.65
4,22.65,7.83
4,23.84,8.13
4,25.03,7.99
4,26.23,8.03
4,27.42,8.05
4,28.61,8.12
4,29.80,8.31
4,30.99,8.13
4,32.19,8.18
4,33.38,8.19
4,34.57,8.82
4,35.76,9.08
4,36.95,8.83
4,38.15,9.56
4,39.34,8.53
4,40.53,8.62
4,41.72,8.51
4,42.92,8.62
4,44.11,8.86
4,45.30,9.05
4,46.49,8.88
4,47.68,8.76
4,48.88,8.93
4,50.07,8.95
4,51.26,9.06
4,52.45,9.06
4,53.64,9.05
4,54.84,9.20
4,56.03,9.26
4,57.22,9.34
4,58.41,9.42
4,59.60,9.53
4,60.80,9.59
4,61.99,9.72
4,63.18,9.70
4,64.37,9.75
4,65.57,9.96
4,66.76,9.94
4,67.95,10.02
4,69.14,10.08
4,70.33,10.15
4,71.53,10.26
4,72.72,10.33
4,73.91,10.32
4,75.10,10.49
4,76.29,10.75
4,77.49,10.63
4,78.68,10.97
4,79.87,11.52
4,81.06,12.32
4,82.25,12.03
4,83.45,12.00
4,84.64,11.80
4,85.83,12.20
4,87.02,12.07
4,88.21,12.39
4,89.41,12.46
4,90.60,12.31
4,91.79,12.67
4,92.98,12.21
4,94.18,12.51
4,95.37,13.02
4,96.56,13.04
5,1.19,15.50
5,2.38,5.71
5,3.58,5.75
5,4.77,5.87
5,5.96,6.07
5,7.15,6.04
5,8.34,6.62
5,9.54,6.87
5,10.73,7.02
5,11.92,7.05
5,13.11,7.34
5,14.31,7.26
5,15.50,7.43
5,16.69,7.43
5,17.88,7.59
5,19.07,7.61
5,20.27,8.59
5,21.46,7.79
5,22.65,7.86
5,23.84,7.84
5,25.03,8.02
5,26.23,8.13
5,27.42,8.18
5,28.61,8.07
5,29.80,8.30
5,30.99,8.20
5,32.19,8.23
5,33.38,8.38
5,34.57,8.44
5,35.76,8.49
5,36.95,8.43
5,38.15,8.52
5,39.34,8.60
5,40.53,8.64
5,41.72,8.76
5,42.92,8.81
5,44.11,8.87
5,45.30,9.06
5,46.49,8.86
5,47.68,10.05
5,48.88,9.66
5,50.07,10.06
5,51.26,10.17
5,52.45,10.24
5,53.64,10.03
5,54.84,9.95
5,56.03,10.25
5,57.22,10.60
5,58.41,10.69
5,59.60,10.58
5,60.80,10.75
5,61.99,10.68
5,63.18,10.64
5,64.37,10.70
5,65.57,10.63
5,66.76,10.57
5,67.95,10.62
5,69.14,10.82
5,70.33,10.68
5,71.53,10.72
5,72.72,10.69
5,73.91,10.78
5,75.10,10.99
5,76.29,11.05
5,77.49,10.89
5,78.68,10.84
5,79.87,10.88
5,81.06,10.94
5,82.25,11.03
5,83.45,11.33
5,84.64,11.91
5,85.83,12.35
5,87.02,12.19
5,88.21,12.36
5,89.41,12.32
5,90.60,12.25
5,91.79,12.28
5,92.98,12.12
5,94.18,12.29
5,95.37,12.25
5,96.56,12.26
6,1.19,13.32
6,2.38,5.27
6,3.58,5.63
6,4.77,5.42
6,5.96,5.65
6,7.15,5.89
6,8.34,5.86
6,9.54,5.93
6,10.73,6.19
6,11.92,6.20
6,13.11,6.35
6,14.31,6.45
6,15.50,6.96
6,16.69,7.15
6,17.88,7.61
6,19.07,7.57
6,20.27,7.71
6,21.46,7.80
6,22.65,7.76
6,23.84,7.91
6,25.03,8.02
6,26.23,7.98
6,27.42,8.23
6,28.61,7.67
6,29.80,8.36
6,30.99,8.49
6,32.19,8.73
6,33.38,8.73
6,34.57,8.78
6,35.76,8.94
6,36.95,8.87
6,38.15,8.86
6,39.34,8.87
6,40.53,9.08
6,41.72,9.02
6,42.92,9.00
6,44.11,9.02
6,45.30,9.11
6,46.49,9.01
6,47.68,9.17
6,48.88,9.15
6,50.07,9.13
6,51.26,8.98
6,52.45,10.03
6,53.64,10.09
6,54.84,10.29
6,56.03,10.46
6,57.22,10.39
6,58.41,10.49
6,59.60,10.40
6,60.80,10.51
6,61.99,10.51
6,63.18,10.45
6,64.37,10.40
6,65.57,10.43
6,66.76,10.50
6,67.95,10.46
6,69.14,10.54
6,70.33,10.62
6,71.53,10.67
6,72.72,10.67
6,73.91,10.77
6,75.10,10.78
6,76.29,10.70
6,77.49,10.77
6,78.68,10.82
6,79.87,10.77
6,81.06,10.93
6,82.25,10.89
6,83.45,10.98
6,84.64,10.97
6,85.83,11.34
6,87.02,11.35
6,88.21,11.18
6,89.41,11.22
6,90.60,11.26
6,91.79,11.36
6,92.98,11.50
6,94.18,11.47
6,95.37,11.61
6,96.56,11.58
7,1.19,15.68
7,2.38,5.48
7,3.58,5.41
7,4.77,5.83
7,5.96,6.03
7,7.15,6.64
7,8.34,6.85
7,9.54,7.40
7,10.73,7.35
7,11.92,7.12
7,13.11,6.47
7,14.31,7.06
7,15.50,7.28
7,16.69,7.43
7,17.88,7.58
7,19.07,7.80
7,20.27,7.40
7,21.46,7.37
7,22.65,7.55
7,23.84,7.78
7,25.03,8.03
7,26.23,8.13
7,27.42,8.26
7,28.61,8.17
7,29.80,8.36
7,30.99,8.37
7,32.19,8.37
7,33.38,8.37
7,34.57,8.33
7,35.76,8.50
7,36.95,8.42
7,38.15,8.63
7,39.34,8.66
7,40.53,8.62
7,41.72,8.79
7,42.92,8.62
7,44.11,8.76
7,45.30,8.81
7,46.49,8.79
7,47.68,8.94
7,48.88,9.04
7,50.07,9.06
7,51.26,9.03
7,52.45,9.14
7,53.64,9.40
7,54.84,10.61
7,56.03,10.46
7,57.22,10.21
7,58.41,10.46
7,59.60,11.18
7,60.80,11.10
7,61.99,10.07
7,63.18,9.94
7,64.37,10.31
7,65.57,10.19
7,66.76,10.93
7,67.95,11.10
7,69.14,11.60
7,70.33,11.20
7,71.53,11.33
7,72.72,11.35
7,73.91,11.26
7,75.10,11.34
7,76.29,11.19
7,77.49,11.34
7,78.68,11.43
7,79.87,11.24
7,81.06,11.44
7,82.25,11.35
7,83.45,11.62
7,84.64,11.39
7,85.83,11.69
7,87.02,11.56
7,88.21,11.52
7,89.41,12.52
7,90.60,12.55
7,91.79,12.70
7,92.98,12.79
7,94.18,12.50
7,95.37,12.74
7,96.56,12.65
8,1.19,13.61
8,2.38,5.42
8,3.58,5.49
8,4.77,5.69
8,5.96,5.88
8,7.15,6.23
8,8.34,6.70
8,9.54,6.80
8,10.73,7.04
8,11.92,6.70
8,13.11,6.93
8,14.31,6.81
8,15.50,9.60
8,16.69,6.99
8,17.88,7.32
8,19.07,7.61
8,20.27,7.83
8,21.46,7.88
8,22.65,8.00
8,23.84,8.03
8,25.03,7.96
8,26.23,8.07
8,27.42,8.01
8,28.61,8.16
8,29.80,8.23
8,30.99,8.21
8,32.19,8.29
8,33.38,8.34
8,34.57,8.46
8,35.76,8.39
8,36.95,8.45
8,38.15,8.47
8,39.34,8.53
8,40.53,8.69
8,41.72,9.00
8,42.92,9.41
8,44.11,8.84
8,45.30,9.16
8,46.49,9.56
8,47.68,9.76
8,48.88,10.01
8,50.07,10.04
8,51.26,9.24
8,52.45,9.95
8,53.64,9.68
8,54.84,10.41
8,56.03,10.30
8,57.22,9.95
8,58.41,9.99
8,59.60,10.78
8,60.80,10.52
8,61.99,10.20
8,63.18,10.26
8,64.37,10.94
8,65.57,10.61
8,66.76,10.63
8,67.95,10.76
8,69.14,11.40
8,70.33,11.55
8,71.53,11.48
8,72.72,11.60
8,73.91,11.51
8,75.10,11.89
8,76.29,11.80
8,77.49,11.69
8,78.68,11.86
8,79.87,11.65
8,81.06,11.75
8,82.25,11.81
8,83.45,11.81
8,84.64,11.75
8,85.83,11.78
8,87.02,11.74
8,88.21,11.86
8,89.41,11.82
8,90.60,11.83
8,91.79,12.01
8,92.98,12.10
8,94.18,11.98
8,95.37,12.01
8,96.56,11.96
