round,table_usage,runtime_ms
6,40.53,8.41
6,41.72,8.77
6,42.92,8.71
6,44.11,9.13
6,45.30,9.57
6,46.49,9.82
6,47.68,9.74
6,48.88,9.81
6,50.07,10.31
6,51.26,9.78
6,52.45,10.45
6,53.64,9.57
6,54.84,10.41
6,56.03,10.68
6,57.22,11.68
6,58.41,11.26
6,59.60,10.08
6,60.80,10.20
6,61.99,10.20
6,63.18,10.84
6,64.37,10.20
6,65.57,10.31
6,66.76,10.49
6,67.95,10.70
6,69.14,10.96
6,70.33,12.20
6,71.53,11.96
6,72.72,11.37
6,73.91,10.93
6,75.10,12.15
6,76.29,12.12
6,77.49,12.72
6,78.68,12.32
6,79.87,12.15
6,81.06,13.02
6,82.25,12.13
6,83.45,12.55
6,84.64,12.50
6,85.83,14.36
6,87.02,13.43
6,88.21,12.69
6,89.41,14.18
6,90.60,13.63
6,91.79,12.86
6,92.98,13.70
6,94.18,15.70
6,95.37,14.53
6,96.56,15.32
7,1.19,15.82
7,2.38,5.83
7,3.58,6.14
7,4.77,6.17
7,5.96,6.29
7,7.15,6.40
7,8.34,6.10
7,9.54,6.57
7,10.73,6.76
7,11.92,6.42
7,13.11,6.93
7,14.31,6.66
7,15.50,6.97
7,16.69,7.19
7,17.88,7.13
7,19.07,6.96
7,20.27,7.32
7,21.46,8.86
7,22.65,7.45
7,23.84,7.57
7,25.03,7.52
7,26.23,7.93
7,27.42,8.06
7,28.61,8.27
7,29.80,8.11
7,30.99,8.21
7,32.19,8.17
7,33.38,8.28
7,34.57,8.23
7,35.76,8.54
7,36.95,8.46
7,38.15,8.54
7,39.34,8.92
7,40.53,9.09
7,41.72,8.95
7,42.92,9.09
7,44.11,9.25
7,45.30,9.56
7,46.49,9.21
7,47.68,9.22
7,48.88,9.59
7,50.07,9.98
7,51.26,9.39
7,52.45,9.52
7,53.64,10.04
7,54.84,11.30
7,56.03,10.17
7,57.22,11.22
7,58.41,10.47
7,59.60,11.45
7,60.80,10.60
7,61.99,11.41
7,63.18,10.83
7,64.37,10.84
7,65.57,11.98
7,66.76,11.71
7,67.95,11.70
7,69.14,13.88
7,70.33,11.83
7,71.53,11.15
7,72.72,11.31
7,73.91,12.53
7,75.10,11.52
7,76.29,11.28
7,77.49,11.51
7,78.68,12.10
7,79.87,11.74
7,81.06,12.33
7,82.25,12.61
7,83.45,11.42
7,84.64,12.38
7,85.83,12.76
7,87.02,13.91
7,88.21,13.19
7,89.41,12.48
7,90.60,12.57
7,91.79,13.83
7,92.98,13.84
7,94.18,12.71
7,95.37,12.54
7,96.56,12.96
8,1.19,14.93
8,2.38,5.68
8,3.58,5.91
8,4.77,5.84
8,5.96,6.10
8,7.15,6.14
8,8.34,6.29
8,9.54,6.15
8,10.73,6.60
8,11.92,6.35
8,13.11,6.49
8,14.31,6.68
8,15.50,6.70
8,16.69,7.31
8,17.88,7.11
8,19.07,7.17
8,20.27,7.15
8,21.46,7.13
8,22.65,7.56
8,23.84,7.80
8,25.03,7.59
8,26.23,8.02
8,27.42,7.81
8,28.61,8.27
8,29.80,8.19
8,30.99,8.02
8,32.19,7.99
8,33.38,8.36
8,34.57,8.32
8,35.76,8.55
8,36.95,8.58
8,38.15,8.68
8,39.34,8.70
8,40.53,8.85
8,41.72,8.96
8,42.92,9.56
8,44.11,8.99
8,45.30,8.92
8,46.49,8.85
8,47.68,9.00
8,48.88,9.53
8,50.07,10.04
8,51.26,9.65
8,52.45,9.62
8,53.64,9.64
8,54.84,10.04
8,56.03,10.78
8,57.22,11.86
8,58.41,9.79
8,59.60,10.79
8,60.80,10.76
8,61.99,10.61
8,63.18,12.33
8,64.37,23.37
8,65.57,14.93
8,66.76,10.80
8,67.95,10.63
8,69.14,11.45
8,70.33,11.02
8,71.53,11.64
8,72.72,11.32
8,73.91,12.18
8,75.10,12.66
8,76.29,11.37
8,77.49,11.56
8,78.68,12.76
8,79.87,11.98
8,81.06,12.82
8,82.25,13.18
8,83.45,12.32
8,84.64,13.42
8,85.83,12.44
8,87.02,12.77
8,88.21,13.29
8,89.41,13.43
8,90.60,14.46
8,91.79,13.40
8,92.98,13.42
8,94.18,14.20
8,95.37,13.98
8,96.56,14.01
