round,table_usage,runtime_ms
2,5.96,4.99
2,7.15,5.12
2,8.34,5.12
2,9.54,5.06
2,10.73,5.13
2,11.92,5.11
2,13.11,5.17
2,14.31,5.22
2,15.50,5.12
2,16.69,5.25
2,17.88,5.24
2,19.07,5.34
2,20.27,5.32
2,21.46,5.26
2,22.65,5.38
2,23.84,5.40
2,25.03,5.41
2,26.23,5.67
2,27.42,5.68
2,28.61,6.04
2,29.80,6.33
2,30.99,6.42
2,32.19,6.53
2,33.38,6.75
2,34.57,6.67
2,35.76,6.62
2,36.95,6.61
2,38.15,6.85
2,39.34,6.82
2,40.53,6.81
2,41.72,10.68
2,42.92,6.91
2,44.11,7.17
2,45.30,6.80
2,46.49,7.07
2,47.68,8.23
2,48.88,7.83
2,50.07,8.00
2,51.26,8.79
2,52.45,8.38
2,53.64,9.34
2,54.84,10.41
2,56.03,10.11
2,57.22,9.56
2,58.41,10.50
2,59.60,11.56
2,60.80,11.66
2,61.99,12.33
2,63.18,12.55
2,64.37,12.84
2,65.57,12.97
2,66.76,13.01
2,67.95,13.29
2,69.14,13.76
2,70.33,13.86
2,71.53,13.98
2,72.72,14.16
2,73.91,14.42
2,75.10,14.62
2,76.29,15.01
2,77.49,15.53
2,78.68,15.62
2,79.87,15.97
2,81.06,16.59
2,82.25,16.83
2,83.45,18.49
2,84.64,19.70
2,85.83,20.51
2,87.02,21.30
2,88.21,22.34
2,89.41,22.78
2,90.60,25.90
2,91.79,28.79
2,92.98,31.75
2,94.18,33.88
2,95.37,38.58
3,1.19,12.51
3,2.38,5.57
3,3.58,5.81
3,4.77,5.92
3,5.96,5.74
3,7.15,5.45
3,8.34,5.86
3,9.54,5.95
3,10.73,6.09
3,11.92,5.71
3,13.11,5.46
3,14.31,5.68
3,15.50,5.91
3,16.69,5.67
3,17.88,5.53
3,19.07,5.86
3,20.27,5.60
3,21.46,5.64
3,22.65,5.98
3,23.84,6.02
3,25.03,6.26
3,26.23,6.30
3,27.42,6.37
3,28.61,6.46
3,29.80,6.38
3,30.99,6.41
3,32.19,8.24
3,33.38,6.45
3,34.57,6.51
3,35.76,6.43
3,36.95,6.43
3,38.15,6.53
3,39.34,6.55
3,40.53,6.55
3,41.72,6.55
3,42.92,6.66
3,44.11,6.83
3,45.30,6.87
3,46.49,6.97
3,47.68,7.22
3,48.88,7.47
3,50.07,7.53
3,51.26,7.69
3,52.45,7.90
3,53.64,8.07
3,54.84,8.89
3,56.03,9.22
3,57.22,9.29
3,58.41,9.52
3,59.60,10.09
3,60.80,10.70
3,61.99,11.23
3,63.18,11.50
3,64.37,11.70
3,65.57,11.96
3,66.76,13.24
3,67.95,13.41
3,69.14,12.59
3,70.33,13.29
3,71.53,14.41
3,72.72,14.55
3,73.91,14.34
3,75.10,15.18
3,76.29,15.94
3,77.49,16.92
3,78.68,17.47
3,79.87,16.24
3,81.06,16.26
3,82.25,17.13
3,83.45,23.16
3,84.64,19.59
3,85.83,20.95
3,87.02,21.49
3,88.21,21.13
3,89.41,24.86
3,90.60,24.70
3,91.79,27.28
3,92.98,30.31
3,94.18,39.01
3,95.37,40.03
4,1.19,17.73
4,2.38,5.51
4,3.58,5.78
4,4.77,5.53
4,5.96,5.32
4,7.15,5.55
4,8.34,5.61
4,9.54,6.03
4,10.73,5.92
4,11.92,5.95
4,13.11,6.04
4,14.31,6.01
4,15.50,5.95
4,16.69,5.94
4,17.88,6.06
4,19.07,6.06
4,20.27,6.05
4,21.46,5.74
4,22.65,5.57
4,23.84,5.98
4,25.03,6.24
4,26.23,6.32
4,27.42,6.45
4,28.61,6.57
4,29.80,6.63
4,30.99,6.61
4,32.19,5.92
4,33.38,6.35
4,34.57,6.59
4,35.76,6.95
4,36.95,6.42
4,38.15,6.52
4,39.34,6.93
4,40.53,6.53
4,41.72,7.01
4,42.92,6.94
4,44.11,7.32
4,45.30,7.93
4,46.49,7.90
4,47.68,8.24
4,48.88,16.58
4,50.07,8.40
4,51.26,8.60
4,52.45,8.79
4,53.64,9.69
4,54.84,10.38
4,56.03,10.95
4,57.22,11.21
4,58.41,11.57
4,59.60,11.56
4,60.80,11.98
4,61.99,12.37
4,63.18,12.49
4,64.37,12.83
4,65.57,12.94
4,66.76,13.16
4,67.95,13.48
4,69.14,13.52
4,70.33,13.91
4,71.53,14.13
4,72.72,14.52
4,73.91,14.78
4,75.10,16.28
4,76.29,16.74
4,77.49,33.16
4,78.68,17.41
4,79.87,18.69
4,81.06,26.48
4,82.25,18.32
4,83.45,17.83
4,84.64,19.14
4,85.83,19.63
4,87.02,21.13
4,88.21,22.49
4,89.41,22.83
4,90.60,25.49
4,91.79,27.66
4,92.98,37.33
4,94.18,34.24
4,95.37,38.95
5,1.19,17.19
5,2.38,5.60
5,3.58,5.20
5,4.77,5.43
5,5.96,5.31
5,7.15,5.67
5,8.34,6.05
5,9.54,5.66
5,10.73,5.51
5,11.92,5.80
5,13.11,6.13
5,14.31,5.58
5,15.50,5.48
5,16.69,5.76
5,17.88,5.55
5,19.07,5.81
5,20.27,5.94
5,21.46,5.95
5,22.65,5.66
5,23.84,5.93
5,25.03,6.23
5,26.23,5.97
5,27.42,6.25
5,28.61,5.86
5,29.80,6.34
5,30.99,6.57
5,32.19,15.39
5,33.38,6.16
5,34.57,6.32
5,35.76,6.22
5,36.95,6.08
5,38.15,6.34
5,39.34,6.26
5,40.53,6.43
5,41.72,6.54
5,42.92,6.50
5,44.11,6.72
5,45.30,6.79
5,46.49,6.93
5,47.68,7.22
5,48.88,7.18
5,50.07,7.67
5,51.26,7.64
5,52.45,8.08
5,53.64,8.44
5,54.84,8.66
5,56.03,8.87
5,57.22,9.16
5,58.41,9.28
5,59.60,9.84
5,60.80,10.33
5,61.99,10.69
5,63.18,11.24
5,64.37,11.55
5,65.57,11.80
5,66.76,12.06
5,67.95,12.43
5,69.14,12.79
5,70.33,12.92
5,71.53,13.30
5,72.72,13.47
5,73.91,13.89
5,75.10,14.39
5,76.29,14.62
5,77.49,14.92
5,78.68,15.38
5,79.87,15.65
5,81.06,16.09
5,82.25,16.59
5,83.45,17.12
5,84.64,18.04
5,85.83,18.52
5,87.02,19.21
5,88.21,20.46
5,89.41,21.76
5,90.60,23.07
5,91.79,25.28
5,92.98,28.10
5,94.18,31.54
5,95.37,36.15
6,1.19,30.82
6,2.38,5.36
6,3.58,5.22
6,4.77,5.34
6,5.96,5.21
6,7.15,8.61
6,8.34,5.18
6,9.54,5.16
6,10.73,5.24
6,11.92,5.25
6,13.11,5.24
6,14.31,5.27
6,15.50,5.21
6,16.69,5.26
6,17.88,5.33
6,19.07,5.37
6,20.27,5.37
6,21.46,5.36
6,22.65,5.45
6,23.84,5.48
6,25.03,5.50
6,26.23,5.49
6,27.42,5.58
6,28.61,5.63
6,29.80,5.73
6,30.99,5.65
6,32.19,5.74
6,33.38,5.84
6,34.57,5.82
6,35.76,5.94
6,36.95,5.93
6,38.15,6.00
6,39.34,6.20
6,40.53,6.18
6,41.72,6.32
6,42.92,6.36
6,44.11,6.54
6,45.30,6.79
6,46.49,6.74
6,47.68,6.88
6,48.88,7.10
6,50.07,7.24
6,51.26,7.72
6,52.45,7.89
6,53.64,8.36
6,54.84,9.26
6,56.03,10.12
6,57.22,11.06
6,58.41,10.58
6,59.60,10.24
6,60.80,10.71
6,61.99,11.44
6,63.18,12.19
6,64.37,11.92
6,65.57,12.70
6,66.76,13.50
6,67.95,13.71
6,69.14,14.00
6,70.33,13.94
6,71.53,14.17
6,72.72,14.22
6,73.91,14.55
6,75.10,16.11
6,76.29,15.26
6,77.49,17.85
6,78.68,17.49
6,79.87,17.22
6,81.06,17.02
6,82.25,17.66
6,83.45,17.82
6,84.64,19.52
6,85.83,20.66
6,87.02,20.54
6,88.21,21.93
6,89.41,23.24
6,90.60,23.34
6,91.79,26.16
6,92.98,30.41
6,94.18,33.65
6,95.37,38.01
7,1.19,19.95
7,2.38,5.56
7,3.58,5.55
7,4.77,5.76
7,5.96,5.48
7,7.15,5.66
7,8.34,5.61
7,9.54,5.32
7,10.73,5.66
7,11.92,5.88
7,13.11,5.72
7,14.31,6.12
7,15.50,6.10
7,16.69,6.10
7,17.88,6.15
7,19.07,5.51
7,20.27,5.71
7,21.46,5.93
7,22.65,6.03
7,23.84,6.13
7,25.03,6.05
7,26.23,6.34
7,27.42,5.75
7,28.61,5.92
7,29.80,6.18
7,30.99,5.86
7,32.19,6.34
7,33.38,6.14
7,34.57,6.06
7,35.76,6.27
7,36.95,6.54
7,38.15,6.65
7,39.34,6.57
7,40.53,6.46
7,41.72,6.81
7,42.92,6.64
7,44.11,7.27
7,45.30,7.83
7,46.49,7.93
7,47.68,8.12
7,48.88,7.93
7,50.07,7.25
7,51.26,8.30
7,52.45,8.85
7,53.64,8.20
7,54.84,8.91
7,56.03,8.90
7,57.22,9.22
7,58.41,10.32
7,59.60,9.69
7,60.80,10.54
7,61.99,10.96
7,63.18,11.24
7,64.37,12.22
7,65.57,12.39
7,66.76,13.02
7,67.95,12.17
7,69.14,14.21
7,70.33,14.24
7,71.53,13.15
7,72.72,14.10
7,73.91,15.44
7,75.10,15.96
7,76.29,16.11
7,77.49,15.02
7,78.68,15.56
7,79.87,16.13
7,81.06,17.84
7,82.25,18.94
7,83.45,19.31
7,84.64,19.53
7,85.83,20.91
7,87.02,21.67
7,88.21,21.91
7,89.41,24.46
7,90.60,28.60
7,91.79,27.00
7,92.98,29.78
7,94.18,33.60
7,95.37,40.61
8,1.19,17.64
8,2.38,5.25
8,3.58,5.36
8,4.77,5.29
8,5.96,5.30
8,7.15,5.29
8,8.34,5.76
8,9.54,5.99
8,10.73,6.13
8,11.92,6.17
8,13.11,6.14
8,14.31,5.65
8,15.50,20.85
8,16.69,19.50
8,17.88,10.18
8,19.07,17.84
8,20.27,7.22
8,21.46,19.78
8,22.65,19.69
8,23.84,30.14
8,25.03,9.28
8,26.23,12.64
8,27.42,18.12
8,28.61,9.69
8,29.80,7.89
8,30.99,6.02
8,32.19,6.06
8,33.38,6.06
8,34.57,6.46
8,35.76,6.25
8,36.95,6.27
8,38.15,6.45
8,39.34,6.49
8,40.53,6.74
8,41.72,6.92
8,42.92,6.88
8,44.11,7.01
8,45.30,7.38
8,46.49,7.51
8,47.68,7.73
8,48.88,8.06
8,50.07,8.21
8,51.26,8.89
8,52.45,9.50
8,53.64,9.44
8,54.84,10.06
8,56.03,9.96
8,57.22,10.08
8,58.41,12.23
8,59.60,11.48
8,60.80,11.34
8,61.99,12.01
8,63.18,11.73
8,64.37,12.35
8,65.57,13.17
8,66.76,13.54
8,67.95,13.38
8,69.14,13.48
8,70.33,14.62
8,71.53,14.26
8,72.72,14.54
8,73.91,15.10
8,75.10,15.02
8,76.29,15.68
8,77.49,16.20
8,78.68,17.40
8,79.87,16.89
8,81.06,17.45
8,82.25,17.64
8,83.45,18.52
8,84.64,18.57
8,85.83,20.28
8,87.02,20.72
8,88.21,22.32
8,89.41,23.47
8,90.60,24.14
8,91.79,28.17
8,92.98,29.89
8,94.18,34.56
8,95.37,38.93
