round,table_usage,runtime_ms
8,48.88,8.01
8,50.07,8.68
8,51.26,8.40
8,52.45,9.49
8,53.64,8.79
8,54.84,10.07
8,56.03,8.99
8,57.22,9.72
8,58.41,11.55
8,59.60,12.26
8,60.80,10.96
8,61.99,11.22
8,63.18,14.23
8,64.37,12.44
8,65.57,12.21
8,66.76,12.59
8,67.95,13.35
8,69.14,13.39
8,70.33,13.22
8,71.53,14.28
8,72.72,13.99
8,73.91,15.24
8,75.10,15.26
8,76.29,15.44
8,77.49,21.81
8,78.68,16.43
8,79.87,17.96
8,81.06,17.41
8,82.25,18.25
8,83.45,18.19
8,84.64,18.42
8,85.83,20.49
8,87.02,20.94
8,88.21,21.57
8,89.41,22.92
8,90.60,24.42
8,91.79,26.29
8,92.98,29.30
8,94.18,33.14
8,95.37,38.28
