round,table_usage,runtime_ms
3,83.45,24.68
3,84.64,25.36
3,85.83,25.88
3,87.02,26.57
3,88.21,29.52
3,89.41,31.02
3,90.60,34.14
3,91.79,36.93
3,92.98,40.87
3,94.17,47.34
3,95.37,54.90
4,1.19,20.17
4,2.38,8.02
4,3.58,8.37
4,4.77,7.49
4,5.96,6.86
4,7.15,7.62
4,8.34,7.34
4,9.54,7.19
4,10.73,7.17
4,11.92,7.47
4,13.11,7.25
4,14.30,7.65
4,15.50,7.59
4,16.69,7.21
4,17.88,7.05
4,19.07,7.48
4,20.27,8.12
4,21.46,7.39
4,22.65,8.05
4,23.84,7.90
4,25.03,8.24
4,26.23,8.12
4,27.42,8.07
4,28.61,8.16
4,29.80,8.02
4,30.99,8.01
4,32.19,8.73
4,33.38,8.55
4,34.57,8.51
4,35.76,8.49
4,36.95,8.13
4,38.15,8.54
4,39.34,8.63
4,40.53,8.98
4,41.72,9.22
4,42.91,8.86
4,44.11,9.30
4,45.30,9.54
4,46.49,9.47
4,47.68,10.32
4,48.88,10.34
4,50.07,11.39
4,51.26,11.72
4,52.45,10.79
4,53.64,11.99
4,54.84,12.85
4,56.03,12.64
4,57.22,13.10
4,58.41,13.26
4,59.60,14.55
4,60.80,14.44
4,61.99,15.11
4,63.18,14.67
4,64.37,15.66
4,65.56,16.18
4,66.76,17.37
4,67.95,17.15
4,69.14,17.45
4,70.33,17.91
4,71.52,19.75
4,72.72,19.86
4,73.91,19.85
4,75.10,21.07
4,76.29,21.16
4,77.49,21.34
4,78.68,22.63
4,79.87,22.62
4,81.06,23.27
4,82.25,24.31
4,83.45,24.66
4,84.64,26.17
4,85.83,27.31
4,87.02,28.68
4,88.21,30.53
4,89.41,30.34
4,90.60,32.86
4,91.79,35.89
4,92.98,40.77
4,94.17,46.23
4,95.37,52.12
5,1.19,17.62
5,2.38,7.09
5,3.58,6.93
5,4.77,7.86
5,5.96,7.32
5,7.15,8.04
5,8.34,7.73
5,9.54,7.06
5,10.73,7.89
5,11.92,7.16
5,13.11,7.71
5,14.30,7.30
5,15.50,7.94
5,16.69,7.65
5,17.88,7.53
5,19.07,7.72
5,20.27,8.12
5,21.46,7.95
5,22.65,7.14
5,23.84,7.55
5,25.03,8.26
5,26.23,8.57
5,27.42,7.53
5,28.61,10.15
5,29.80,8.12
5,30.99,8.63
5,32.19,7.79
5,33.38,7.95
5,34.57,8.63
5,35.76,8.69
5,36.95,8.10
5,38.15,8.51
5,39.34,8.46
5,40.53,9.75
5,41.72,9.84
5,42.91,8.93
5,44.11,9.33
5,45.30,9.22
5,46.49,10.12
5,47.68,9.34
5,48.88,10.71
5,50.07,10.87
5,51.26,10.71
5,52.45,12.35
5,53.64,12.21
5,54.84,12.45
5,56.03,13.55
5,57.22,12.72
5,58.41,12.59
5,59.60,15.75
5,60.80,14.91
5,61.99,13.90
5,63.18,16.48
5,64.37,16.52
5,65.56,17.87
5,66.76,17.59
5,67.95,16.28
5,69.14,19.11
5,70.33,18.36
5,71.52,18.89
5,72.72,20.38
5,73.91,20.25
5,75.10,24.85
5,76.29,19.95
5,77.49,20.76
5,78.68,21.93
5,79.87,22.52
5,81.06,23.86
5,82.25,22.62
5,83.45,24.83
5,84.64,24.87
5,85.83,25.77
5,87.02,27.88
5,88.21,28.27
5,89.41,32.00
5,90.60,34.66
5,91.79,36.49
5,92.98,40.40
5,94.17,44.39
5,95.37,52.99
6,1.19,16.61
6,2.38,7.21
6,3.58,6.83
6,4.77,6.71
6,5.96,6.86
6,7.15,7.17
6,8.34,6.92
6,9.54,7.64
6,10.73,7.98
6,11.92,7.77
6,13.11,7.15
6,14.30,7.19
6,15.50,7.22
6,16.69,7.94
6,17.88,8.00
6,19.07,7.00
6,20.27,7.65
6,21.46,7.53
6,22.65,7.58
6,23.84,7.78
6,25.03,8.37
6,26.23,8.16
6,27.42,7.84
6,28.61,7.45
6,29.80,8.41
6,30.99,7.98
6,32.19,7.78
6,33.38,8.73
6,34.57,9.02
6,35.76,9.19
6,36.95,9.21
6,38.15,8.05
6,39.34,9.34
6,40.53,9.34
6,41.72,8.59
6,42.91,9.62
6,44.11,8.98
6,45.30,9.47
6,46.49,10.33
6,47.68,9.55
6,48.88,9.75
6,50.07,10.23
6,51.26,11.06
6,52.45,13.43
6,53.64,11.15
6,54.84,14.80
6,56.03,13.82
6,57.22,12.41
6,58.41,13.81
6,59.60,14.62
6,60.80,15.55
6,61.99,14.74
6,63.18,15.08
6,64.37,17.16
6,65.56,15.82
6,66.76,16.56
6,67.95,18.90
6,69.14,18.71
6,70.33,17.56
6,71.52,19.02
6,72.72,18.67
6,73.91,19.05
6,75.10,19.37
6,76.29,19.89
6,77.49,20.41
6,78.68,21.86
6,79.87,21.82
6,81.06,23.78
6,82.25,24.09
6,83.45,24.63
6,84.64,25.12
6,85.83,27.60
6,87.02,27.76
6,88.21,30.64
6,89.41,31.14
6,90.60,33.87
6,91.79,36.24
6,92.98,38.88
6,94.17,44.45
6,95.37,52.45
7,1.19,15.31
7,2.38,6.79
7,3.58,6.92
7,4.77,6.90
7,5.96,7.73
7,7.15,7.81
7,8.34,7.65
7,9.54,6.91
7,10.73,7.83
7,11.92,7.57
7,13.11,8.22
7,14.30,8.08
7,15.50,8.10
7,16.69,7.12
7,17.88,7.62
7,19.07,7.15
7,20.27,7.42
7,21.46,7.66
7,22.65,7.44
7,23.84,7.48
7,25.03,7.38
7,26.23,8.14
7,27.42,7.97
7,28.61,7.79
7,29.80,7.67
7,30.99,8.55
7,32.19,8.65
7,33.38,7.97
7,34.57,8.41
7,35.76,8.47
7,36.95,8.28
7,38.15,8.59
7,39.34,8.68
7,40.53,8.77
7,41.72,8.74
7,42.91,9.02
7,44.11,9.03
7,45.30,9.50
7,46.49,9.90
7,47.68,10.18
7,48.88,9.84
7,50.07,11.19
7,51.26,11.01
7,52.45,11.86
7,53.64,11.38
7,54.84,11.96
7,56.03,13.16
7,57.22,12.90
7,58.41,15.33
7,59.60,15.56
7,60.80,13.44
7,61.99,14.89
7,63.18,16.08
7,64.37,17.33
7,65.56,16.86
7,66.76,17.52
7,67.95,17.29
7,69.14,18.80
7,70.33,17.78
7,71.52,18.59
7,72.72,19.18
7,73.91,19.29
7,75.10,19.85
7,76.29,20.90
7,77.49,21.59
7,78.68,21.92
7,79.87,22.45
7,81.06,39.03
7,82.25,23.13
7,83.45,24.97
7,84.64,26.44
7,85.83,25.68
7,87.02,28.58
7,88.21,29.90
7,89.41,31.61
7,90.60,34.04
7,91.79,45.29
7,92.98,41.19
7,94.17,46.30
7,95.37,52.90
8,1.19,14.12
8,2.38,6.75
8,3.58,7.05
8,4.77,6.73
8,5.96,8.00
8,7.15,7.70
8,8.34,7.07
8,9.54,7.46
8,10.73,7.96
8,11.92,7.37
8,13.11,7.27
8,14.30,9.24
8,15.50,7.26
8,16.69,7.86
8,17.88,7.51
8,19.07,7.71
8,20.27,7.57
8,21.46,7.73
8,22.65,7.46
8,23.84,7.96
8,25.03,7.81
8,26.23,7.76
8,27.42,8.56
8,28.61,7.73
8,29.80,8.76
8,30.99,8.69
8,32.19,7.82
8,33.38,9.19
8,34.57,8.72
8,35.76,8.92
8,36.95,8.90
8,38.15,8.33
8,39.34,8.44
8,40.53,8.84
8,41.72,8.63
8,42.91,9.39
8,44.11,9.00
8,45.30,9.82
8,46.49,9.53
8,47.68,10.33
8,48.88,10.33
8,50.07,10.82
8,51.26,13.68
8,52.45,11.26
8,53.64,11.67
8,54.84,14.62
8,56.03,12.62
8,57.22,12.15
8,58.41,13.13
8,59.60,13.71
8,60.80,14.04
8,61.99,16.35
8,63.18,15.73
8,64.37,17.83
8,65.56,16.73
8,66.76,18.28
8,67.95,18.31
8,69.14,19.05
8,70.33,19.28
8,71.52,18.51
8,72.72,18.76
8,73.91,20.62
8,75.10,21.22
8,76.29,20.21
8,77.49,21.18
8,78.68,22.61
8,79.87,22.21
8,81.06,23.44
8,82.25,24.50
8,83.45,27.70
8,84.64,26.90
8,85.83,26.98
8,87.02,28.32
8,88.21,29.82
8,89.41,31.27
8,90.60,33.59
8,91.79,36.97
8,92.98,39.03
8,94.17,44.93
8,95.37,53.34
