round,table_usage,runtime_ns
4,63.18,64.00
4,64.37,64.00
4,65.56,67.00
4,66.76,64.00
4,67.95,67.00
4,69.14,64.00
4,70.33,63.00
4,71.52,63.00
4,72.72,63.00
4,73.91,64.00
4,75.10,60.00
4,76.29,79.00
4,77.49,71.00
4,78.68,64.00
4,79.87,68.00
4,81.06,71.00
4,82.25,68.00
4,83.45,83.00
4,84.64,83.00
4,85.83,83.00
4,87.02,88.00
4,88.21,92.00
4,89.41,95.00
4,90.60,103.00
4,91.79,107.00
4,92.98,120.00
4,94.17,135.00
4,95.37,147.00
4,96.56,187.00
5,1.19,133.00
5,2.38,44.00
5,3.58,47.00
5,4.77,47.00
5,5.96,47.00
5,7.15,47.00
5,8.34,44.00
5,9.54,44.00
5,10.73,44.00
5,11.92,47.00
5,13.11,44.00
5,14.30,47.00
5,15.50,44.00
5,16.69,47.00
5,17.88,47.00
5,19.07,44.00
5,20.27,47.00
5,21.46,47.00
5,22.65,47.00
5,23.84,52.00
5,25.03,59.00
5,26.23,60.00
5,27.42,59.00
5,28.61,51.00
5,29.80,55.00
5,30.99,52.00
5,32.19,55.00
5,33.38,55.00
5,34.57,52.00
5,35.76,55.00
5,36.95,52.00
5,38.15,55.00
5,39.34,52.00
5,40.53,52.00
5,41.72,52.00
5,42.91,55.00
5,44.11,56.00
5,45.30,80.00
5,46.49,55.00
5,47.68,63.00
5,48.88,60.00
5,50.07,60.00
5,51.26,63.00
5,52.45,59.00
5,53.64,56.00
5,54.84,63.00
5,56.03,63.00
5,57.22,63.00
5,58.41,63.00
5,59.60,60.00
5,60.80,63.00
5,61.99,60.00
5,63.18,60.00
5,64.37,60.00
5,65.56,60.00
5,66.76,63.00
5,67.95,64.00
5,69.14,67.00
5,70.33,63.00
5,71.52,67.00
5,72.72,64.00
5,73.91,68.00
5,75.10,67.00
5,76.29,68.00
5,77.49,68.00
5,78.68,71.00
5,79.87,68.00
5,81.06,71.00
5,82.25,68.00
5,83.45,72.00
5,84.64,76.00
5,85.83,76.00
5,87.02,83.00
5,88.21,84.00
5,89.41,87.00
5,90.60,91.00
5,91.79,99.00
5,92.98,107.00
5,94.17,116.00
5,95.37,147.00
5,96.56,187.00
6,1.19,147.00
6,2.38,47.00
6,3.58,44.00
6,4.77,44.00
6,5.96,47.00
6,7.15,47.00
6,8.34,48.00
6,9.54,48.00
6,10.73,51.00
6,11.92,51.00
6,13.11,51.00
6,14.30,52.00
6,15.50,59.00
6,16.69,56.00
6,17.88,51.00
6,19.07,51.00
6,20.27,48.00
6,21.46,48.00
6,22.65,51.00
6,23.84,51.00
6,25.03,52.00
6,26.23,51.00
6,27.42,52.00
6,28.61,48.00
6,29.80,51.00
6,30.99,55.00
6,32.19,55.00
6,33.38,52.00
6,34.57,51.00
6,35.76,55.00
6,36.95,52.00
6,38.15,55.00
6,39.34,63.00
6,40.53,64.00
6,41.72,68.00
6,42.91,80.00
6,44.11,63.00
6,45.30,63.00
6,46.49,56.00
6,47.68,60.00
6,48.88,56.00
6,50.07,55.00
6,51.26,60.00
6,52.45,60.00
6,53.64,60.00
6,54.84,60.00
6,56.03,63.00
6,57.22,60.00
6,58.41,63.00
6,59.60,63.00
6,60.80,64.00
6,61.99,67.00
6,63.18,63.00
6,64.37,64.00
6,65.56,60.00
6,66.76,64.00
6,67.95,64.00
6,69.14,64.00
6,70.33,60.00
6,71.52,67.00
6,72.72,64.00
6,73.91,75.00
6,75.10,71.00
6,76.29,71.00
6,77.49,67.00
6,78.68,72.00
6,79.87,71.00
6,81.06,71.00
6,82.25,68.00
6,83.45,79.00
6,84.64,80.00
6,85.83,87.00
6,87.02,88.00
6,88.21,91.00
6,89.41,92.00
6,90.60,103.00
6,91.79,108.00
6,92.98,124.00
6,94.17,136.00
6,95.37,151.00
6,96.56,195.00
7,1.19,137.00
7,2.38,59.00
7,3.58,55.00
7,4.77,52.00
7,5.96,52.00
7,7.15,63.00
7,8.34,64.00
7,9.54,75.00
7,10.73,95.00
7,11.92,52.00
7,13.11,55.00
7,14.30,52.00
7,15.50,52.00
7,16.69,52.00
7,17.88,55.00
7,19.07,52.00
7,20.27,51.00
7,21.46,55.00
7,22.65,52.00
7,23.84,55.00
7,25.03,56.00
7,26.23,59.00
7,27.42,59.00
7,28.61,56.00
7,29.80,59.00
7,30.99,59.00
7,32.19,56.00
7,33.38,55.00
7,34.57,59.00
7,35.76,55.00
7,36.95,55.00
7,38.15,60.00
7,39.34,59.00
7,40.53,56.00
7,41.72,56.00
7,42.91,71.00
7,44.11,56.00
7,45.30,60.00
7,46.49,60.00
7,47.68,63.00
7,48.88,60.00
7,50.07,60.00
7,51.26,59.00
7,52.45,59.00
7,53.64,59.00
7,54.84,59.00
7,56.03,59.00
7,57.22,59.00
7,58.41,56.00
7,59.60,64.00
7,60.80,60.00
7,61.99,63.00
7,63.18,60.00
7,64.37,63.00
7,65.56,63.00
7,66.76,64.00
7,67.95,67.00
7,69.14,63.00
7,70.33,63.00
7,71.52,68.00
7,72.72,64.00
7,73.91,68.00
7,75.10,71.00
7,76.29,68.00
7,77.49,71.00
7,78.68,72.00
7,79.87,75.00
7,81.06,75.00
7,82.25,76.00
7,83.45,76.00
7,84.64,79.00
7,85.83,79.00
7,87.02,83.00
7,88.21,84.00
7,89.41,87.00
7,90.60,95.00
7,91.79,100.00
7,92.98,108.00
7,94.17,116.00
7,95.37,139.00
7,96.56,183.00
7,0.00,0.00
8,1.19,137.00
8,2.38,47.00
8,3.58,55.00
8,4.77,52.00
8,5.96,47.00
8,7.15,55.00
8,8.34,52.00
8,9.54,52.00
8,10.73,55.00
8,11.92,52.00
8,13.11,55.00
8,14.30,48.00
8,15.50,48.00
8,16.69,55.00
8,17.88,51.00
8,19.07,52.00
8,20.27,55.00
8,21.46,52.00
8,22.65,52.00
8,23.84,51.00
8,25.03,56.00
8,26.23,51.00
8,27.42,51.00
8,28.61,51.00
8,29.80,55.00
8,30.99,56.00
8,32.19,55.00
8,33.38,56.00
8,34.57,56.00
8,35.76,59.00
8,36.95,52.00
8,38.15,56.00
8,39.34,56.00
8,40.53,55.00
8,41.72,56.00
8,42.91,55.00
8,44.11,55.00
8,45.30,59.00
8,46.49,60.00
8,47.68,59.00
8,48.88,60.00
8,50.07,63.00
8,51.26,60.00
8,52.45,63.00
8,53.64,60.00
8,54.84,60.00
8,56.03,59.00
8,57.22,59.00
8,58.41,59.00
8,59.60,59.00
8,60.80,60.00
8,61.99,63.00
8,63.18,59.00
8,64.37,68.00
8,65.56,67.00
8,66.76,64.00
8,67.95,63.00
8,69.14,67.00
8,70.33,64.00
8,71.52,67.00
8,72.72,71.00
8,73.91,64.00
8,75.10,68.00
8,76.29,75.00
8,77.49,72.00
8,78.68,71.00
8,79.87,79.00
8,81.06,76.00
8,82.25,79.00
8,83.45,79.00
8,84.64,76.00
8,85.83,80.00
8,87.02,88.00
8,88.21,87.00
8,89.41,96.00
8,90.60,103.00
8,91.79,111.00
8,92.98,116.00
8,94.17,128.00
8,95.37,148.00
8,96.56,183.00
8,0.00,0.00
