round,table_usage,runtime_ns
4,33.38,107.00
4,34.57,107.00
4,35.76,112.00
4,36.95,112.00
4,38.15,123.00
4,39.34,132.00
4,40.53,139.00
4,41.72,139.00
4,42.92,136.00
4,44.11,135.00
4,45.30,136.00
4,46.49,135.00
4,47.68,135.00
4,48.88,136.00
4,50.07,136.00
4,51.26,135.00
4,52.45,139.00
4,53.64,139.00
4,54.84,144.00
4,56.03,152.00
4,57.22,160.00
4,58.41,163.00
4,59.60,160.00
4,60.80,163.00
4,61.99,160.00
4,63.18,159.00
4,64.37,164.00
4,65.57,179.00
4,66.76,175.00
4,67.95,191.00
4,69.14,192.00
4,70.33,183.00
4,71.53,176.00
4,72.72,168.00
4,73.91,171.00
4,75.10,171.00
4,76.29,171.00
4,77.49,175.00
4,78.68,179.00
4,79.87,176.00
4,81.06,179.00
4,82.25,179.00
4,83.45,188.00
4,84.64,203.00
4,85.83,203.00
4,87.02,199.00
4,88.21,196.00
4,89.41,199.00
4,90.60,212.00
4,91.79,215.00
4,92.98,215.00
4,94.18,211.00
4,95.37,211.00
4,96.56,204.00
5,1.19,131.00
5,2.38,52.00
5,3.58,55.00
5,4.77,59.00
5,5.96,59.00
5,7.15,64.00
5,8.34,87.00
5,9.54,83.00
5,10.73,87.00
5,11.92,88.00
5,13.11,88.00
5,14.31,88.00
5,15.50,88.00
5,16.69,88.00
5,17.88,88.00
5,19.07,88.00
5,20.27,92.00
5,21.46,96.00
5,22.65,100.00
5,23.84,96.00
5,25.03,96.00
5,26.23,99.00
5,27.42,100.00
5,28.61,100.00
5,29.80,100.00
5,30.99,107.00
5,32.19,104.00
5,33.38,111.00
5,34.57,111.00
5,35.76,111.00
5,36.95,111.00
5,38.15,115.00
5,39.34,115.00
5,40.53,120.00
5,41.72,139.00
5,42.92,140.00
5,44.11,140.00
5,45.30,143.00
5,46.49,136.00
5,47.68,139.00
5,48.88,139.00
5,50.07,136.00
5,51.26,139.00
5,52.45,143.00
5,53.64,136.00
5,54.84,143.00
5,56.03,143.00
5,57.22,140.00
5,58.41,171.00
5,59.60,164.00
5,60.80,159.00
5,61.99,156.00
5,63.18,155.00
5,64.37,155.00
5,65.57,155.00
5,66.76,200.00
5,67.95,217.00
5,69.14,172.00
5,70.33,175.00
5,71.53,176.00
5,72.72,179.00
5,73.91,184.00
5,75.10,188.00
5,76.29,188.00
5,77.49,187.00
5,78.68,184.00
5,79.87,187.00
5,81.06,180.00
5,82.25,183.00
5,83.45,183.00
5,84.64,191.00
5,85.83,203.00
5,87.02,196.00
5,88.21,192.00
5,89.41,195.00
5,90.60,191.00
5,91.79,192.00
5,92.98,227.00
5,94.18,220.00
5,95.37,219.00
5,96.56,215.00
6,1.19,131.00
6,2.38,52.00
6,3.58,60.00
6,4.77,56.00
6,5.96,60.00
6,7.15,64.00
6,8.34,64.00
6,9.54,67.00
6,10.73,71.00
6,11.92,75.00
6,13.11,96.00
6,14.31,95.00
6,15.50,92.00
6,16.69,95.00
6,17.88,92.00
6,19.07,96.00
6,20.27,92.00
6,21.46,95.00
6,22.65,92.00
6,23.84,95.00
6,25.03,95.00
6,26.23,92.00
6,27.42,96.00
6,28.61,99.00
6,29.80,100.00
6,30.99,104.00
6,32.19,107.00
6,33.38,127.00
6,34.57,128.00
6,35.76,127.00
6,36.95,128.00
6,38.15,127.00
6,39.34,127.00
6,40.53,144.00
6,41.72,147.00
6,42.92,144.00
6,44.11,140.00
6,45.30,148.00
6,46.49,144.00
6,47.68,144.00
6,48.88,147.00
6,50.07,143.00
6,51.26,140.00
6,52.45,144.00
6,53.64,160.00
6,54.84,156.00
6,56.03,159.00
6,57.22,159.00
6,58.41,155.00
6,59.60,155.00
6,60.80,152.00
6,61.99,152.00
6,63.18,152.00
6,64.37,155.00
6,65.57,156.00
6,66.76,163.00
6,67.95,171.00
6,69.14,183.00
6,70.33,183.00
6,71.53,184.00
6,72.72,179.00
6,73.91,176.00
6,75.10,179.00
6,76.29,176.00
6,77.49,179.00
6,78.68,179.00
6,79.87,176.00
6,81.06,195.00
6,82.25,200.00
6,83.45,199.00
6,84.64,196.00
6,85.83,195.00
6,87.02,191.00
6,88.21,191.00
6,89.41,192.00
6,90.60,192.00
6,91.79,195.00
6,92.98,196.00
6,94.18,219.00
6,95.37,208.00
6,96.56,212.00
7,1.19,134.00
7,2.38,56.00
7,3.58,55.00
7,4.77,60.00
7,5.96,64.00
7,7.15,67.00
7,8.34,67.00
7,9.54,68.00
7,10.73,72.00
7,11.92,72.00
7,13.11,75.00
7,14.31,75.00
7,15.50,83.00
7,16.69,84.00
7,17.88,86.00
7,19.07,84.00
7,20.27,91.00
7,21.46,99.00
7,22.65,107.00
7,23.84,108.00
7,25.03,104.00
7,26.23,115.00
7,27.42,116.00
7,28.61,120.00
7,29.80,123.00
7,30.99,124.00
7,32.19,127.00
7,33.38,127.00
7,34.57,124.00
7,35.76,139.00
7,36.95,132.00
7,38.15,135.00
7,39.34,123.00
7,40.53,124.00
7,41.72,127.00
7,42.92,127.00
7,44.11,131.00
7,45.30,128.00
7,46.49,131.00
7,47.68,131.00
7,48.88,132.00
7,50.07,136.00
7,51.26,136.00
7,52.45,163.00
7,53.64,160.00
7,54.84,164.00
7,56.03,168.00
7,57.22,160.00
7,58.41,167.00
7,59.60,167.00
7,60.80,160.00
7,61.99,171.00
7,63.18,175.00
7,64.37,168.00
7,65.57,176.00
7,66.76,179.00
7,67.95,180.00
7,69.14,184.00
7,70.33,184.00
7,71.53,172.00
7,72.72,191.00
7,73.91,191.00
7,75.10,191.00
7,76.29,187.00
7,77.49,188.00
7,78.68,199.00
7,79.87,200.00
7,81.06,211.00
7,82.25,200.00
7,83.45,199.00
7,84.64,196.00
7,85.83,196.00
7,87.02,196.00
7,88.21,199.00
7,89.41,196.00
7,90.60,215.00
7,91.79,219.00
7,92.98,224.00
7,94.18,224.00
7,95.37,279.00
7,96.56,247.00
8,1.19,142.00
8,2.38,56.00
8,3.58,71.00
8,4.77,67.00
8,5.96,64.00
8,7.15,67.00
8,8.34,68.00
8,9.54,71.00
8,10.73,84.00
8,11.92,95.00
8,13.11,92.00
8,14.31,95.00
8,15.50,91.00
8,16.69,92.00
8,17.88,92.00
8,19.07,88.00
8,20.27,95.00
8,21.46,92.00
8,22.65,92.00
8,23.84,92.00
8,25.03,95.00
8,26.23,95.00
8,27.42,95.00
8,28.61,99.00
8,29.80,99.00
8,30.99,103.00
8,32.19,104.00
8,33.38,104.00
8,34.57,111.00
8,35.76,127.00
8,36.95,128.00
8,38.15,128.00
8,39.34,132.00
8,40.53,132.00
8,41.72,128.00
8,42.92,131.00
8,44.11,131.00
8,45.30,132.00
8,46.49,143.00
8,47.68,152.00
8,48.88,151.00
8,50.07,144.00
8,51.26,151.00
8,52.45,160.00
8,53.64,160.00
8,54.84,159.00
8,56.03,155.00
8,57.22,163.00
8,58.41,163.00
8,59.60,160.00
8,60.80,163.00
8,61.99,168.00
8,63.18,172.00
8,64.37,203.00
8,65.57,199.00
8,66.76,215.00
8,67.95,192.00
8,69.14,199.00
8,70.33,203.00
8,71.53,355.00
8,72.72,295.00
8,73.91,224.00
8,75.10,211.00
8,76.29,239.00
8,77.49,227.00
8,78.68,240.00
8,79.87,259.00
8,81.06,340.00
8,82.25,255.00
8,83.45,212.00
8,84.64,215.00
8,85.83,216.00
8,87.02,227.00
8,88.21,220.00
8,89.41,220.00
8,90.60,232.00
8,91.79,208.00
8,92.98,220.00
8,94.18,243.00
8,95.37,251.00
8,96.56,232.00
